critic,fresh,imdb,publication,quote,review_date,rtid,title
Sean Means,1,120885,Film.com,Wag the Dog has the confidence to let its own jaded view speak volumes for itself.,1/1/00,13237,Wag the Dog
John Hartl,1,120885,Film.com,"Wag the Dog could have been a one-joke scenario, but it's consistently rescued from monotony by a smart script.",1/1/00,13237,Wag the Dog
Roger Ebert,1,120885,Chicago Sun-Times,Absurd and convincing at the same time.,1/1/00,13237,Wag the Dog
Andrew O'Hehir,1,120885,Salon.com,Packed full of wickedly amusing details and expertly modulated performances.,1/1/00,13237,Wag the Dog
Owen Gleiberman,1,120885,Entertainment Weekly,A very classy act of nose thumbing.,1/1/00,13237,Wag the Dog
Mike Clark,0,120885,USA Today,"With this cast, Dog could use a much bigger bite.",1/1/00,13237,Wag the Dog
Susan Stark,1,120885,Detroit News,Wag the Dog nonetheless makes a perfect bookend piece for Network.,1/1/00,13237,Wag the Dog
Derek Elley,0,116845,Variety,,3/26/09,14203,The Leading Man
Geoff Andrew,0,116845,Time Out,,2/9/06,14203,The Leading Man
Jeff Strickler,0,116845,Minneapolis Star Tribune,,11/6/02,14203,The Leading Man
Kevin Thomas,0,116845,Los Angeles Times,,2/14/01,14203,The Leading Man
,0,116845,New York Times,,1/1/00,14203,The Leading Man
Joe Baltake,0,116845,Sacramento Bee,,1/1/00,14203,The Leading Man
Roger Ebert,1,116845,Chicago Sun-Times,"Begins as a backstage story about the London theater world, and then a little Hitchcockian intrigue edges into the frame.",1/1/00,14203,The Leading Man
,1,116845,Entertainment Weekly,,3/6/98,14203,The Leading Man
Lael Loewenstein,0,120478,Variety,,3/26/09,12437,Star Kid
Derek Adams,0,120478,Time Out,,6/24/06,12437,Star Kid
Anita Gates,0,120478,New York Times,,5/20/03,12437,Star Kid
Jeff Strickler,0,120478,Minneapolis Star Tribune,,11/6/02,12437,Star Kid
Kevin Thomas,0,120478,Los Angeles Times,,2/14/01,12437,Star Kid
Susan Stark,0,120478,Detroit News,,1/1/00,12437,Star Kid
Peter Stack,0,120478,San Francisco Chronicle,,1/1/00,12437,Star Kid
James Berardinelli,0,120478,ReelViews,,1/1/00,12437,Star Kid
Joe Baltake,0,120478,Sacramento Bee,,1/1/00,12437,Star Kid
Roger Ebert,1,120478,Chicago Sun-Times,,1/1/00,12437,Star Kid
Brendan Kelly,0,120693,Variety,,3/26/09,15071,Half Baked
Peter Travers,0,120693,Rolling Stone,,8/14/07,15071,Half Baked
Lawrence Van Gelder,0,120693,New York Times,,5/20/03,15071,Half Baked
Bob Heisler,0,120693,Los Angeles Times,,2/14/01,15071,Half Baked
Susan Stark,0,120693,Detroit News,,1/1/00,15071,Half Baked
Lisa Schwarzbaum,0,119099,Entertainment Weekly,,9/7/11,13474,Fallen
Emanuel Levy,0,119099,Variety,Denzel Washington has the almost impossible task of holding together a convoluted picture that's only intermittently suspenseful and not very engaging emotionally or intellectually.,1/11/08,13474,Fallen
Lisa Alspector,0,119099,Chicago Reader,"The first half of this movie holds some promise, but time is not on its side.",1/11/08,13474,Fallen
,1,119099,Time Out,"God (or the Devil) is in the detail: every time a fluid is taken into the body, the fidgety camera zooms in, fascinated, suspicious.",1/26/06,13474,Fallen
Janet Maslin,1,119099,New York Times,A stylish if seriously far-fetched nightmare.,5/20/03,13474,Fallen
Jack Mathews,1,119099,Los Angeles Times,"A crafty piece of work, ending with a pair of marvelous twists.",9/26/02,13474,Fallen
Rick Groen,0,119099,Globe and Mail,A human trifle that can be safely ignored in this eschatological genre.,4/12/02,13474,Fallen
Joe Baltake,0,119099,Sacramento Bee,This film is essentially God Told Me To with a new paint job.,1/1/00,13474,Fallen
Jeff Millar,1,119099,Houston Chronicle,"If you have an interest in capital-letter Good and Evil, in the abstract-theological sense, Fallen could engross you.",1/1/00,13474,Fallen
Susan Stark,0,119099,Detroit News,Unfortunately the film wafts toward Seven turf soon afterward and stalls on a heavy burden of metaphysical chitchat. Washington's dazzling good looks are the only reason to stick with it.,1/1/00,13474,Fallen
Roger Ebert,0,119099,Chicago Sun-Times,The idea is better than the execution.,1/1/00,13474,Fallen
James Berardinelli,1,119099,ReelViews,"Despite the negatives, I'm still recommending Fallen on the strength of its complex plot and especially its ending, which I loved.",1/1/00,13474,Fallen
Mick LaSalle,1,119099,San Francisco Chronicle,"Fallen is not perfect, and eventually it even becomes frustrating. Threads remain loose, and the movie doesn't fully exploit its premise. Still, it would be churlish not to appreciate the ride.",1/1/00,13474,Fallen
Mike Clark,0,119099,USA Today,An unholy union between Seven and The Exorcist.,1/1/00,13474,Fallen
,0,119099,Entertainment Weekly,,6/1/97,13474,Fallen
Derek Elley,0,120122,Variety,,3/26/09,147050978,Shooting Fish
Derek Adams,0,120122,Time Out,,2/9/06,147050978,Shooting Fish
Jeff Strickler,0,120122,Minneapolis Star Tribune,,11/6/02,147050978,Shooting Fish
,0,120122,Globe and Mail,,4/12/02,147050978,Shooting Fish
,0,120122,Los Angeles Times,,2/14/01,147050978,Shooting Fish
Joe Baltake,0,120122,Sacramento Bee,,1/1/00,147050978,Shooting Fish
Mick LaSalle,0,120122,San Francisco Chronicle,,1/1/00,147050978,Shooting Fish
Stephen Holden,0,120122,New York Times,,1/1/00,147050978,Shooting Fish
James Berardinelli,0,120122,ReelViews,,1/1/00,147050978,Shooting Fish
Susan Stark,1,120122,Detroit News,,1/1/00,147050978,Shooting Fish
,0,120122,Entertainment Weekly,,5/1/98,147050978,Shooting Fish
David Fear,1,112913,Time Out New York,,1/18/08,21874,Duo luo tian shi
,0,112913,Time Out,,1/20/07,21874,Duo luo tian shi
Kevin Thomas,1,112913,Los Angeles Times,"An exhilarating rush of a movie, with all manner of go-for-broke visual bravura that expresses perfectly the free spirits of [Wong's] bold young people.",2/14/01,21874,Duo luo tian shi
Roger Ebert,1,112913,Chicago Sun-Times,I felt transported back to the 1960s films of Jean-Luc Godard. I was watching a film that was not afraid of its audience.,1/1/00,21874,Duo luo tian shi
Edward Guthmann,1,112913,San Francisco Chronicle,"Wong brings tremendous vigor and audacity to the effort, asking us to question the most basic rules of storytelling and commercial filmmaking.",1/1/00,21874,Duo luo tian shi
Stephen Holden,1,112913,New York Times,A densely packed suite of zany vignettes that have the autonomy of pop songs or stand-up comic riffs.,1/1/00,21874,Duo luo tian shi
Owen Gleiberman,1,119815,Entertainment Weekly,,9/7/11,15903,"O Que É Isso, Companheiro?"
,1,119815,Entertainment Weekly,,12/25/10,15903,"O Que É Isso, Companheiro?"
Joe Leydon,0,119815,Variety,,4/2/09,15903,"O Que É Isso, Companheiro?"
,0,119815,Time Out,,1/26/06,15903,"O Que É Isso, Companheiro?"
,1,119815,Globe and Mail,,4/12/02,15903,"O Que É Isso, Companheiro?"
Jack Mathews,0,119815,Los Angeles Times,,2/14/01,15903,"O Que É Isso, Companheiro?"
Stephen Holden,0,119815,New York Times,,1/1/00,15903,"O Que É Isso, Companheiro?"
Peter Stack,0,119815,San Francisco Chronicle,,1/1/00,15903,"O Que É Isso, Companheiro?"
Roger Ebert,0,119815,Chicago Sun-Times,,1/1/00,15903,"O Que É Isso, Companheiro?"
Joe Baltake,0,119815,Sacramento Bee,,1/1/00,15903,"O Que É Isso, Companheiro?"
,0,119815,USA Today,,1/1/00,15903,"O Que É Isso, Companheiro?"
James Berardinelli,1,119815,ReelViews,,1/1/00,15903,"O Que É Isso, Companheiro?"
Susan Stark,0,119815,Detroit News,,1/1/00,15903,"O Que É Isso, Companheiro?"
,0,119815,Houston Chronicle,,1/1/00,15903,"O Que É Isso, Companheiro?"
Derek Elley,0,120185,Variety,,7/22/08,56789082,Spice World
Derek Adams,0,120185,Time Out,,6/24/06,56789082,Spice World
Jeff Strickler,0,120185,Minneapolis Star Tribune,,11/6/02,56789082,Spice World
Peter Stack,1,120185,San Francisco Chronicle,,6/18/02,56789082,Spice World
,0,120185,Globe and Mail,,4/12/02,56789082,Spice World
,0,120185,Los Angeles Times,,2/14/01,56789082,Spice World
James Berardinelli,0,120185,ReelViews,,1/1/00,56789082,Spice World
Susan Stark,0,120185,Detroit News,,1/1/00,56789082,Spice World
Roger Ebert,0,120185,Chicago Sun-Times,,1/1/00,56789082,Spice World
Joe Baltake,0,120185,Sacramento Bee,,1/1/00,56789082,Spice World
Lori Leibovich,0,120185,Salon.com,,1/1/00,56789082,Spice World
,0,120185,USA Today,,1/1/00,56789082,Spice World
Janet Maslin,0,120185,New York Times,,1/1/00,56789082,Spice World
,0,120185,Entertainment Weekly,,1/23/98,56789082,Spice World
Leonard Klady,0,118956,Variety,,3/26/09,13842,Deep Rising
,0,118956,Time Out,,1/26/06,13842,Deep Rising
Jeff Strickler,0,118956,Minneapolis Star Tribune,,11/6/02,13842,Deep Rising
,0,118956,Globe and Mail,,4/12/02,13842,Deep Rising
Kevin Thomas,0,118956,Los Angeles Times,,2/14/01,13842,Deep Rising
Joe Baltake,0,118956,Sacramento Bee,,1/1/00,13842,Deep Rising
,0,118956,USA Today,,1/1/00,13842,Deep Rising
James Berardinelli,0,118956,ReelViews,,1/1/00,13842,Deep Rising
Roger Ebert,0,118956,Chicago Sun-Times,,1/1/00,13842,Deep Rising
Lawrence Van Gelder,0,118956,New York Times,,1/1/00,13842,Deep Rising
Susan Stark,0,118956,Detroit News,,1/1/00,13842,Deep Rising
,0,118956,Houston Chronicle,,1/1/00,13842,Deep Rising
Mick LaSalle,0,118956,San Francisco Chronicle,,1/1/00,13842,Deep Rising
,1,118956,Entertainment Weekly,,1/30/98,13842,Deep Rising
Jeff Strickler,0,119734,Minneapolis Star Tribune,,11/6/02,11267,Music from Another Room
Lisa Schwarzbaum,0,120008,Entertainment Weekly,,9/7/11,14146,The Replacement Killers
Geoff Andrew,0,120008,Time Out,,6/24/06,14146,The Replacement Killers
,0,120008,Globe and Mail,,4/25/03,14146,The Replacement Killers
,0,120008,Los Angeles Times,,2/14/01,14146,The Replacement Killers
Edward Guthmann,0,120008,San Francisco Chronicle,,1/1/00,14146,The Replacement Killers
Stephanie Zacharek,0,120008,Salon.com,,1/1/00,14146,The Replacement Killers
Joe Baltake,0,120008,Sacramento Bee,,1/1/00,14146,The Replacement Killers
Stephen Holden,0,120008,New York Times,,1/1/00,14146,The Replacement Killers
,0,120008,Houston Chronicle,,1/1/00,14146,The Replacement Killers
James Berardinelli,0,120008,ReelViews,,1/1/00,14146,The Replacement Killers
Roger Ebert,1,120008,Chicago Sun-Times,,1/1/00,14146,The Replacement Killers
Susan Stark,1,120008,Detroit News,,1/1/00,14146,The Replacement Killers
,1,120008,USA Today,,1/1/00,14146,The Replacement Killers
,0,120008,Entertainment Weekly,,2/6/98,14146,The Replacement Killers
Owen Gleiberman,1,120594,Entertainment Weekly,,9/7/11,14079,B. Monkey
Derek Elley,0,120594,Variety,,7/28/08,14079,B. Monkey
,0,120594,Time Out,,6/24/06,14079,B. Monkey
Kevin Thomas,0,120594,Los Angeles Times,,2/14/01,14079,B. Monkey
Jessica Winter,0,120594,Village Voice,,1/1/00,14079,B. Monkey
Anita Gates,0,120594,New York Times,,1/1/00,14079,B. Monkey
,1,120594,Entertainment Weekly,,9/10/99,14079,B. Monkey
Lael Loewenstein,0,119784,Variety,,2/26/09,13591,The Night Flier
Kevin Thomas,0,119784,Los Angeles Times,,2/14/01,13591,The Night Flier
,0,119784,Houston Chronicle,,1/1/00,13591,The Night Flier
Stephen Holden,0,119784,New York Times,,1/1/00,13591,The Night Flier
,0,119784,Entertainment Weekly,,2/6/98,13591,The Night Flier
Owen Gleiberman,0,118747,Entertainment Weekly,,9/7/11,10594,Blues Brothers 2000
Joe Leydon,0,118747,Variety,"The sequel offers more of the same, only less.",5/18/08,10594,Blues Brothers 2000
,0,118747,Time Out,"This isn't a sequel, it's a remake.",6/24/06,10594,Blues Brothers 2000
Rick Groen,0,118747,Globe and Mail,"Once upon a time, it was funny.",4/12/02,10594,Blues Brothers 2000
Lawrence Van Gelder,1,118747,New York Times,"Once the new sequel gets past its cumbersome plotting and gets down to its music, it overrides the temptation to suggest buying the soundtrack recording and forgetting the rest.",1/1/00,10594,Blues Brothers 2000
Susan Stark,1,118747,Detroit News,,1/1/00,10594,Blues Brothers 2000
Roger Ebert,0,118747,Chicago Sun-Times,"'I always thought there was another story to be told,' Landis says in the film's notes. Fine; then tell one.",1/1/00,10594,Blues Brothers 2000
Bruce Westbrook,1,118747,Houston Chronicle,It's a pity the film doesn't respect the art of acting as much as that of music.,1/1/00,10594,Blues Brothers 2000
,0,118747,USA Today,,1/1/00,10594,Blues Brothers 2000
Mick LaSalle,0,118747,San Francisco Chronicle,It makes an audience pay for every two seconds of pleasure with 10 seconds of pain.,1/1/00,10594,Blues Brothers 2000
James Berardinelli,1,118747,ReelViews,"Blues Brothers 2000 isn't anywhere close to the landmark its predecessor was, but it's still enjoyable.",1/1/00,10594,Blues Brothers 2000
,0,118747,Entertainment Weekly,,6/1/97,10594,Blues Brothers 2000
David Rooney,0,114690,Variety,,3/26/09,770678551,Tokyo Fist
Geoff Andrew,0,114690,Time Out,,9/30/06,770678551,Tokyo Fist
Lawrence Van Gelder,0,114690,New York Times,,1/1/00,770678551,Tokyo Fist
,0,70948,Variety,,2/20/09,13403,Zardoz
Geoff Andrew,0,70948,Time Out,,2/9/06,13403,Zardoz
Nora Sayre,0,70948,New York Times,,5/9/05,13403,Zardoz
Roger Ebert,0,70948,Chicago Sun-Times,,10/23/04,13403,Zardoz
Ronnie Scheib,0,206314,Variety,,2/23/12,13917,Joy Ride
Geoff Andrew,0,206314,Time Out,,6/24/06,13917,Joy Ride
Peter Travers,1,206314,Rolling Stone,"If you're looking to have your nerves fried and your pulse pounded, this is your ticket to ride.",10/29/01,13917,Joy Ride
,0,206314,Ebert & Roeper,,10/12/01,13917,Joy Ride
Stephanie Zacharek,1,206314,Salon.com,"Dahl works the audience like the dial of a car radio, testing out all manner of squeals and static and all-out, high-pitched terror.",10/12/01,13917,Joy Ride
Desson Thomson,1,206314,Washington Post,Climb into this rig and you'll be sweating bullets.,10/5/01,13917,Joy Ride
,0,206314,St. Louis Post-Dispatch,,10/5/01,13917,Joy Ride
Michael Rechtshaffen,1,206314,Hollywood Reporter,It's encouraging to see more than passing attention paid to character development.,10/5/01,13917,Joy Ride
Stephen Hunter,1,206314,Washington Post,"Expertly toys with the fear any carbon-based life-form feels when one of those Peterbilt express trains comes rolling by with a thundercrack of vibration at about 240 mph, gently urging us to move right or die crushed and bleeding.",10/5/01,13917,Joy Ride
Geoff Pevere,1,206314,Toronto Star,"It attains its modest ambitions with dispatch and wit, and without ever lifting its foot from the pedal.",10/5/01,13917,Joy Ride
Moira MacDonald,1,206314,Seattle Times,Dahl permeates the film with enough quirky detail ... and horror-movie staples ... to keep things interesting.,10/5/01,13917,Joy Ride
Joe Baltake,1,206314,Sacramento Bee,Falls a tad short of being a minor movie classic along the lines of Spielberg's film.,10/5/01,13917,Joy Ride
John Anderson,1,206314,Newsday,"A genuine thriller, guaranteed to whiten knuckles, grind enamel and render armrests into scrap.",10/5/01,13917,Joy Ride
A.O. Scott,1,206314,New York Times,"Much more effectively terrifying than the usual overplotted, underwritten Hollywood thriller.",10/5/01,13917,Joy Ride
Lou Lumenick,1,206314,New York Post,Anyone actually looking for a genuinely scary movie at this point will have a lot of fun with Joy Ride.,10/5/01,13917,Joy Ride
